id,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
508,Diablos Mail β,Diablos Carapace,4,Diablos Ridge+,3,Majestic Horn,2,Lightcrystal,2
509,Diablos Vambraces β,Diablos Ridge+,4,Diablos Carapace,6,Diablos Tailcase,3,Kestodon Carapace,5
510,Diablos Coil β,Diablos Carapace,4,Diablos Ridge+,3,Diablos Fang,2,Kestodon Scalp,3
511,Diablos Greaves β,Diablos Ridge+,6,Diablos Carapace,4,Majestic Horn,1,Blos Medulla,1
512,Diablos Nero Helm α,Black Diablos Ridge+,4,Majestic Horn,2,Black Spiral Horn+,1,Novacrystal,1
513,Diablos Nero Mail α,Black Diablos Carapace,4,Black Diablos Ridge+,3,Black Spiral Horn+,1,Blos Medulla,2
514,Diablos Nero Braces α,Black Diablos Ridge+,4,Black Diablos Carapace,6,Carbalite Ore,5,Gastodon Carapace,5
515,Diablos Nero Coil α,Black Diablos Carapace,4,Black Diablos Ridge+,3,Diablos Tailcase,2,Gastodon Horn,3
516,Diablos Nero Greaves α,Black Diablos Ridge+,6,Black Diablos Carapace,4,Black Spiral Horn+,1,Wyvern Gem,1
517,Diablos Nero Helm β,Black Diablos Ridge+,4,Majestic Horn,2,Black Spiral Horn+,1,Novacrystal,1
518,Diablos Nero Mail β,Black Diablos Carapace,4,Black Diablos Ridge+,3,Black Spiral Horn+,1,Blos Medulla,2
519,Diablos Nero Braces β,Black Diablos Ridge+,4,Black Diablos Carapace,6,Carbalite Ore,5,Gastodon Carapace,5
520,Diablos Nero Coil β,Black Diablos Carapace,4,Black Diablos Ridge+,3,Diablos Tailcase,2,Gastodon Horn,3
521,Diablos Nero Greaves β,Black Diablos Ridge+,6,Black Diablos Carapace,4,Black Spiral Horn+,1,Wyvern Gem,1
522,Uragaan Helm α,Uragaan Scale+,4,Uragaan Carapace,2,Lava Nugget,4,Firecell Stone,1
523,Uragaan Mail α,Uragaan Carapace,6,Uragaan Scute,3,Uragaan Jaw,2,Uragaan Ruby,1
524,Uragaan Vambraces α,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Marrow,1,Lava Nugget,4
525,Uragaan Coil α,Uragaan Scale+,4,Uragaan Carapace,2,Fucium Ore,5,Monster Hardbone,5
526,Uragaan Greaves α,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Scute,2,Gastodon Carapace,5
527,Uragaan Helm β,Uragaan Scale+,4,Uragaan Carapace,2,Lava Nugget,4,Firecell Stone,1
528,Uragaan Mail β,Uragaan Carapace,6,Uragaan Scute,3,Uragaan Jaw,2,Uragaan Ruby,1
529,Uragaan Vambraces β,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Marrow,1,Lava Nugget,4
530,Uragaan Coil β,Uragaan Scale+,4,Uragaan Carapace,2,Fucium Ore,5,Monster Hardbone,5
531,Uragaan Greaves β,Uragaan Carapace,4,Uragaan Scale+,4,Uragaan Scute,2,Gastodon Carapace,5
532,Bazel Helm α,Bazelgeuse Carapace,5,Bazelgeuse Talon,2,Bazelgeuse Wing,2,Bazelgeuse Gem,1
533,Bazel Mail α,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Fuse,1,Uragaan Scute,2
534,Bazel Vambraces α,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Bazelgeuse Tail,2,Firecell Stone,1
535,Bazel Coil α,Bazelgeuse Carapace,4,Bazelgeuse Scale+,4,Bazelgeuse Fuse,2,Uragaan Marrow,1
536,Bazel Greaves α,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Dodogama Hide+,4
537,Bazel Helm β,Bazelgeuse Carapace,5,Bazelgeuse Talon,2,Bazelgeuse Wing,2,Bazelgeuse Gem,1
538,Bazel Mail β,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Fuse,1,Uragaan Scute,2
539,Bazel Vambraces β,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Bazelgeuse Tail,2,Firecell Stone,1
540,Bazel Coil β,Bazelgeuse Carapace,4,Bazelgeuse Scale+,4,Bazelgeuse Fuse,2,Uragaan Marrow,1
541,Bazel Greaves β,Bazelgeuse Scale+,4,Bazelgeuse Carapace,4,Bazelgeuse Talon,2,Dodogama Hide+,4
542,Damascus Helm α,Elder Dragon Blood,2,Fucium Ore,3,Great Girros Hood+,3,Novacrystal,1
543,Damascus Mail α,Elder Dragon Blood,2,Fucium Ore,3,Uragaan Scute,3,Firecell Stone,1
544,Damascus Vambraces α,Elder Dragon Blood,2,Fucium Ore,3,Black Diablos Ridge+,5,Novacrystal,1
545,Damascus Coil α,Elder Dragon Blood,2,Fucium Ore,3,Dodogama Jaw,3,Firecell Stone,1
546,Damascus Greaves α,Elder Dragon Blood,2,Fucium Ore,3,Lavasioth Carapace,5,Novacrystal,1
547,Damascus Helm β,Elder Dragon Blood,2,Fucium Ore,3,Great Girros Hood+,3,Novacrystal,1
548,Damascus Mail β,Elder Dragon Blood,2,Fucium Ore,3,Uragaan Scute,3,Firecell Stone,1
549,Damascus Vambraces β,Elder Dragon Blood,2,Fucium Ore,3,Black Diablos Ridge+,5,Novacrystal,1
550,Damascus Coil β,Elder Dragon Blood,2,Fucium Ore,3,Dodogama Jaw,3,Firecell Stone,1
551,Damascus Greaves β,Elder Dragon Blood,2,Fucium Ore,3,Lavasioth Carapace,5,Novacrystal,1
552,Dober Helm α,Elder Dragon Bone,3,Quality Bone,3,Bazelgeuse Fuse,1,Dragonbone Relic,1
553,Dober Mail α,Elder Dragon Bone,3,Quality Bone,3,Blos Medulla,1,Dragonbone Relic,1
554,Dober Vambraces α,Elder Dragon Bone,3,Quality Bone,3,Uragaan Marrow,1,Brutal Bone,3
555,Dober Coil α,Elder Dragon Bone,3,Quality Bone,3,Rathalos Medulla,1,Brutal Bone,3
556,Dober Greaves α,Elder Dragon Bone,3,Quality Bone,3,Radobaan Medulla,1,Dragonbone Relic,1
557,Dober Helm β,Elder Dragon Bone,3,Quality Bone,3,Bazelgeuse Fuse,1,Dragonbone Relic,1
558,Dober Mail β,Elder Dragon Bone,3,Quality Bone,3,Blos Medulla,1,Dragonbone Relic,1
559,Dober Vambraces β,Elder Dragon Bone,3,Quality Bone,3,Uragaan Marrow,1,Brutal Bone,3
560,Dober Coil β,Elder Dragon Bone,3,Quality Bone,3,Rathalos Medulla,1,Brutal Bone,3
561,Dober Greaves β,Elder Dragon Bone,3,Quality Bone,3,Radobaan Medulla,1,Dragonbone Relic,1
562,Death Stench Brain α,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Piercing Claw,3
563,Death Stench Muscle α,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,1,Monster Broth,2
564,Death Stench Grip α,Sinister Cloth,2,Brutal Bone,2,Vaal Hazak Membrane,2,Novacrystal,1
565,Death Stench Bowels α,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Monster Broth,2
566,Death Stench Heel α,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,2,Novacrystal,1
567,Death Stench Brain β,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Piercing Claw,3
568,Death Stench Muscle β,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,1,Monster Broth,2
569,Death Stench Grip β,Sinister Cloth,2,Brutal Bone,2,Vaal Hazak Membrane,2,Novacrystal,1
570,Death Stench Bowels β,Sinister Cloth,2,Brutal Bone,1,Vaal Hazak Membrane,1,Monster Broth,2
571,Death Stench Heel β,Sinister Cloth,2,Dragonbone Relic,1,Vaal Hazak Membrane,2,Novacrystal,1
572,Skull Mask α,Unknown Skull,1,Brutal Bone,2,Warped Bone,3,Dragonbone Relic,1
573,Nergigante Helm α,Nergigante Horn+,2,Nergigante Carapace,6,Immortal Dragonscale,4,Nergigante Gem,1
574,Nergigante Mail α,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Talon,2,Elder Dragon Bone,3
575,Nergigante Vambraces α,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2,Firecell Stone,1
576,Nergigante Coil α,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4,Novacrystal,1
577,Nergigante Greaves α,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2,Elder Dragon Blood,2
578,Nergigante Helm β,Nergigante Horn+,2,Nergigante Carapace,6,Immortal Dragonscale,4,Nergigante Gem,1
579,Nergigante Mail β,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Talon,2,Elder Dragon Bone,3
580,Nergigante Vambraces β,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2,Firecell Stone,1
581,Nergigante Coil β,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4,Novacrystal,1
582,Nergigante Greaves β,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2,Elder Dragon Blood,2
583,Kaiser Crown α,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2,Firecell Stone,1
584,Kaiser Mail α,Teostra Carapace,5,Teostra Webbing,4,Teostra Powder,4,Rathalos Plate,1
585,Kaiser Vambraces α,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4,Elder Dragon Bone,4
586,Kaiser Coil α,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,1,Elder Dragon Blood,3
587,Kaiser Greaves α,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Mane,2,Teostra Gem,1
588,Kaiser Crown β,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2,Firecell Stone,1
589,Kaiser Mail β,Teostra Carapace,5,Teostra Webbing,4,Teostra Powder,4,Rathalos Plate,1
590,Kaiser Vambraces β,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4,Elder Dragon Bone,4
591,Kaiser Coil β,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,1,Elder Dragon Blood,3
592,Kaiser Greaves β,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Mane,2,Teostra Gem,1
593,Kushala Glare α,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2,Elder Dragon Bone,4
594,Kushala Cista α,Daora Carapace,5,Daora Horn+,3,Daora Claw+,2,Daora Gem,1
595,Kushala Grip α,Daora Carapace,5,Daora Horn+,2,Daora Tail,2,Legiana Plate,1
596,Kushala Cocoon α,Daora Dragon Scale+,4,Daora Carapace,4,Daora Horn+,2,Carbalite Ore,5
597,Kushala Crus α,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3,Elder Dragon Blood,3
598,Kushala Glare β,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2,Elder Dragon Bone,4
599,Kushala Cista β,Daora Carapace,5,Daora Horn+,3,Daora Claw+,2,Daora Gem,1
600,Kushala Grip β,Daora Carapace,5,Daora Horn+,2,Daora Tail,2,Legiana Plate,1
601,Kushala Cocoon β,Daora Dragon Scale+,4,Daora Carapace,4,Daora Horn+,2,Carbalite Ore,5
602,Kushala Crus β,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3,Elder Dragon Blood,3
603,Vaal Hazak Helm α,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4,Elder Dragon Bone,4
604,Vaal Hazak Mail α,Vaal Hazak Carapace,5,Vaal Hazak Fang+,3,Vaal Hazak Tail,2,Odogaron Plate,1
605,Vaal Hazak Braces α,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Membrane,2,Vaal Hazak Gem,1
606,Vaal Hazak Coil α,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,2,Elder Dragon Blood,3
607,Vaal Hazak Greaves α,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,2,Dragonvein Crystal,6
608,Vaal Hazak Helm β,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4,Elder Dragon Bone,4
609,Vaal Hazak Mail β,Vaal Hazak Carapace,5,Vaal Hazak Fang+,3,Vaal Hazak Tail,2,Odogaron Plate,1
610,Vaal Hazak Braces β,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Membrane,2,Vaal Hazak Gem,1
611,Vaal Hazak Coil β,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,2,Elder Dragon Blood,3
612,Vaal Hazak Greaves β,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,2,Dragonvein Crystal,6
613,Kirin Horn α,Kirin Hide+,3,Kirin Azure Horn,1,Shamos Scale+,2,Thunder Sac,4
614,Kirin Jacket α,Kirin Hide+,3,Kirin Azure Horn,1,Kirin Thundertail,2,Fucium Ore,4
615,Kirin Longarms α,Kirin Hide+,3,Kirin Mane,4,Paolumu Carapace+,3,Dragonvein Crystal,6
616,Kirin Hoop α,Kirin Hide+,4,Kirin Mane,4,Kirin Azure Horn,3,Novacrystal,1
617,Kirin Leg Guards α,Kirin Hide+,3,Kirin Thundertail,3,Paolumu Carapace+,3,Dragonbone Relic,1
618,Kirin Horn β,Kirin Hide+,3,Kirin Azure Horn,1,Shamos Scale+,2,Thunder Sac,4
619,Kirin Jacket β,Kirin Hide+,3,Kirin Azure Horn,1,Kirin Thundertail,2,Fucium Ore,4
620,Kirin Longarms β,Kirin Hide+,3,Kirin Mane,4,Paolumu Carapace+,3,Dragonvein Crystal,6
621,Kirin Hoop β,Kirin Hide+,4,Kirin Mane,4,Kirin Azure Horn,3,Novacrystal,1
622,Kirin Leg Guards β,Kirin Hide+,3,Kirin Thundertail,3,Paolumu Carapace+,3,Dragonbone Relic,1
623,Xeno'jiiva Headgear α,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2,Rathalos Plate,1
624,Xeno'jiiva Hide α,Xeno'jiiva Horn,3,Xeno'jiiva Soulscale,6,Xeno'jiiva Wing,3,Xeno'jiiva Gem,1
625,Xeno'jiiva Claws α,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Veil,2,Wyvern Gem,1
626,Xeno'jiiva Spine α,Xeno'jiiva Shell,4,Xeno'jiiva Wing,2,Xeno'jiiva Tail,2,Odogaron Plate,1
627,Xeno'jiiva Spurs α,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,2,Legiana Plate,1
628,Xeno'jiiva Headgear β,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2,Rathalos Plate,1
629,Xeno'jiiva Hide β,Xeno'jiiva Horn,3,Xeno'jiiva Soulscale,6,Xeno'jiiva Wing,3,Xeno'jiiva Gem,1
630,Xeno'jiiva Claws β,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Veil,2,Wyvern Gem,1
631,Xeno'jiiva Spine β,Xeno'jiiva Shell,4,Xeno'jiiva Wing,2,Xeno'jiiva Tail,2,Odogaron Plate,1
632,Xeno'jiiva Spurs β,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,2,Legiana Plate,1
633,Guild Cross Circlet α,Ace Hunter Coin,3,Flying Coin,2,Hunter King Coin,2,High Commendation,1
634,Guild Cross Suit α,Ace Hunter Coin,2,Brute Coin,3,Hunter King Coin,2,High Commendation,1
635,Guild Cross Vambraces α,Ace Hunter Coin,3,Brute Coin,3,Hunter King Coin,2,High Commendation,1
636,Guild Cross Coil α,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1
637,Guild Cross Boots α,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1
638,Guild Cross Circlet β,Ace Hunter Coin,3,Flying Coin,2,Hunter King Coin,2,High Commendation,1
639,Guild Cross Suit β,Ace Hunter Coin,2,Brute Coin,3,Hunter King Coin,2,High Commendation,1
640,Guild Cross Vambraces β,Ace Hunter Coin,3,Brute Coin,3,Hunter King Coin,2,High Commendation,1
641,Guild Cross Coil β,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1
642,Guild Cross Boots β,Ace Hunter Coin,2,Flying Coin,2,Pinnacle Coin,3,High Commendation,1
643,Dragonking Eyepatch α,Dragonvein Crystal,2,High Commendation,1,Immortal Dragonscale,6,,
644,Commission Gorget α,Research Commission Ticket,1,Rathalos Scale+,8,Sinister Cloth,2,High Commendation,2
645,Commission Jacket α,Research Commission Ticket,1,Odogaron Scale+,8,Great Hornfly,3,High Commendation,2
646,Commission Vambraces α,Research Commission Ticket,1,Legiana Scale+,8,Sinister Cloth,2,High Commendation,1
647,Commission Belt α,Research Commission Ticket,1,Diablos Carapace,8,Great Hornfly,3,High Commendation,1
648,Commission Pants α,Research Commission Ticket,1,Immortal Dragonscale,5,Sinister Cloth,2,High Commendation,2
649,Commission Gorget β,Research Commission Ticket,1,Rathalos Scale+,8,Sinister Cloth,2,High Commendation,2
650,Commission Jacket β,Research Commission Ticket,1,Odogaron Scale+,8,Great Hornfly,3,High Commendation,2
651,Commission Vambraces β,Research Commission Ticket,1,Legiana Scale+,8,Sinister Cloth,2,High Commendation,1
652,Commission Belt β,Research Commission Ticket,1,Diablos Carapace,8,Great Hornfly,3,High Commendation,1
653,Commission Pants β,Research Commission Ticket,1,Immortal Dragonscale,5,Sinister Cloth,2,High Commendation,2
654,Vangis Helm α,Deviljho Hide,5,Deviljho Scalp,2,Deviljho Talon,2,Deviljho Gem,1
655,Vangis Mail α,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Monster Hardbone,4
656,Vangis Vambraces α,Deviljho Hide,4,Deviljho Tallfang,2,Deviljho Tail,2,Dragonbone Relic,1
657,Vangis Coil α,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Girros Scale+,3
658,Vangis Greaves α,Deviljho Scale,3,Deviljho Hide,4,Deviljho Talon,2,Girros Hide+,4
659,Vangis Helm β,Deviljho Hide,5,Deviljho Scalp,2,Deviljho Talon,2,Deviljho Gem,1
660,Vangis Mail β,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Monster Hardbone,4
661,Vangis Vambraces β,Deviljho Hide,4,Deviljho Tallfang,2,Deviljho Tail,2,Dragonbone Relic,1
662,Vangis Coil β,Deviljho Scale,3,Deviljho Hide,4,Deviljho Saliva,2,Girros Scale+,3
663,Vangis Greaves β,Deviljho Scale,3,Deviljho Hide,4,Deviljho Talon,2,Girros Hide+,4
664,Kulve Taroth's Fury α,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Spiralhorn,6,Nergigante Gem,1
665,Kulve Taroth's Ire α,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Tailshell,4,Xeno'jiiva Gem,1
666,Kulve Taroth's Rage α,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1
667,Kulve Taroth's Malice α,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1
668,Kulve Taroth's Wrath α,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1
669,Kulve Taroth's Fury β,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Spiralhorn,6,Nergigante Gem,1
670,Kulve Taroth's Ire β,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Tailshell,4,Xeno'jiiva Gem,1
671,Kulve Taroth's Rage β,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Nugget,18,Kulve Taroth Golden Spiralhorn,6,Kulve Taroth Golden Glimstone,1
672,Kulve Taroth's Malice β,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Kulve Taroth Golden Glimstone,1
673,Kulve Taroth's Wrath β,Kulve Taroth Golden Scale,12,Kulve Taroth Golden Shell,7,Kulve Taroth Golden Tailshell,4,Vaal Hazak Gem,1
674,Empress Crown α,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Wing,2,Elder Dragon Bone,4
675,Empress Mail α,Lunastra Horn,2,Lunastra Scale+,4,Lunastra Mane,2,Lunastra Gem,1
676,Empress Vambraces α,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Tail,2,Firecell Stone,1
677,Empress Coil α,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Mane,2,Novacrystal,1
678,Empress Greaves α,Teostra Carapace,4,Lunastra Wing,3,Lunastra Tail,1,Elder Dragon Blood,3
679,Empress Crown β,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Wing,2,Elder Dragon Bone,4
680,Empress Mail β,Lunastra Horn,2,Lunastra Scale+,4,Lunastra Mane,2,Lunastra Gem,1
681,Empress Vambraces β,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Tail,2,Firecell Stone,1
682,Empress Coil β,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Mane,2,Novacrystal,1
683,Empress Greaves β,Teostra Carapace,4,Lunastra Wing,3,Lunastra Tail,1,Elder Dragon Blood,3
684,Blossom Headgear α,Spring Blossom Ticket,3,Carbalite Ore,1,,,,
685,Blossom Vest α,Spring Blossom Ticket,3,Carbalite Ore,3,,,,
686,Blossom Cuffs α,Spring Blossom Ticket,3,Carbalite Ore,1,,,,
687,Blossom Coat α,Spring Blossom Ticket,3,Carbalite Ore,1,,,,
688,Blossom Boots α,Spring Blossom Ticket,3,Carbalite Ore,2,,,,
689,Diver's Mask α,Summer Twilight Ticket,1,Carbalite Ore,2,Quality Bone,1,,
690,Diver's Suit α,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
691,Diver's Braces α,Summer Twilight Ticket,1,Carbalite Ore,2,Quality Bone,1,,
692,Diver's Belt α,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
693,Diver's Boots α,Summer Twilight Ticket,1,Carbalite Ore,1,Quality Bone,1,,
694,Harvest Flor α,Autumn Harvest Ticket,1,Monster Hardbone,2,Monster Keenbone,1,,
695,Harvest Tronco α,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
696,Harvest Trama α,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
697,Harvest Hoja α,Autumn Harvest Ticket,1,Monster Hardbone,2,Monster Keenbone,1,,
698,Harvest Raiz α,Autumn Harvest Ticket,1,Monster Hardbone,1,Monster Keenbone,1,,
699,Orion Cap α,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,
700,Orion Vest α,Winter Star Ticket,1,Fucium Ore,2,Monster Hardbone,1,,
701,Orion Vambraces α,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,
702,Orion Coat α,Winter Star Ticket,1,Fucium Ore,1,Monster Hardbone,1,,
703,Orion Boots α,Winter Star Ticket,1,Fucium Ore,2,Monster Hardbone,1,,
704,Gala Suit Top Hat α,Appreciation Ticket,3,Elder Dragon Bone,3,High Commendation,2,,
705,Gala Suit Jacket α,Appreciation Ticket,3,Elder Dragon Bone,2,High Commendation,2,,
706,Gala Suit Cuffs α,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
707,Gala Suit Tail α,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
708,Gala Suit Slacks α,Appreciation Ticket,3,Elder Dragon Bone,1,High Commendation,2,,
709,Butterfly Vertex α,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
710,Butterfly Thorax α,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
711,Butterfly Brachia α,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
712,Butterfly Elytra α,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
713,Butterfly Crura α,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
714,Butterfly Vertex β,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
715,Butterfly Thorax β,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
716,Butterfly Brachia β,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
717,Butterfly Elytra β,Summer Insect Field Guide,1,Vespoid Carapace,1,Dragonvein Crystal,3,Quality Bone,1
718,Butterfly Crura β,Summer Insect Field Guide,1,Hornetaur Carapace,1,Carbalite Ore,2,Quality Bone,1
719,Vaal Hazak Helm γ,Vaal Hazak Ticket,1,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Talon,4
720,Vaal Hazak Mail γ,Vaal Hazak Ticket,1,Deceased Scale,5,Vaal Hazak Carapace,4,Vaal Hazak Membrane,3
721,Vaal Hazak Braces γ,Vaal Hazak Ticket,1,Vaal Hazak Fang+,3,Deceased Scale,6,Vaal Hazak Gem,1
722,Vaal Hazak Coil γ,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Wing,4,Vaal Hazak Membrane,3
723,Vaal Hazak Greaves γ,Vaal Hazak Ticket,1,Vaal Hazak Carapace,5,Vaal Hazak Fang+,3,Vaal Hazak Tail,2
724,Kirin Horn γ,Kirin Ticket,1,Kirin Hide+,3,Kirin Azure Horn,1,Kirin Thundertail,2
725,Kirin Jacket γ,Kirin Ticket,1,Kirin Hide+,4,Kirin Azure Horn,3,Elder Dragon Blood,3
726,Kirin Longarms γ,Kirin Ticket,1,Kirin Hide+,3,Kirin Thundertail,3,Novacrystal,1
727,Kirin Hoop γ,Kirin Ticket,1,Kirin Hide+,3,Kirin Azure Horn,1,Elder Dragon Bone,3
728,Kirin Leg Guards γ,Kirin Ticket,1,Kirin Hide+,3,Kirin Mane,4,Novacrystal,1
729,Kaiser Crown γ,Teostra Ticket,1,Teostra Carapace,5,Teostra Webbing,4,Teostra Powder,4
730,Kaiser Mail γ,Teostra Ticket,1,Teostra Carapace,5,Teostra Horn+,2,Teostra Tail,2
731,Kaiser Vambraces γ,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Mane,3
732,Kaiser Coil γ,Teostra Ticket,1,Teostra Horn+,3,Fire Dragon Scale+,6,Teostra Gem,1
733,Kaiser Greaves γ,Teostra Ticket,1,Fire Dragon Scale+,4,Teostra Carapace,4,Teostra Claw+,4
734,Kushala Glare γ,Kushala Daora Ticket,1,Daora Carapace,5,Daora Horn+,3,Daora Gem,1
735,Kushala Cista γ,Kushala Daora Ticket,1,Daora Dragon Scale+,4,Daora Carapace,4,Daora Webbing,2
736,Kushala Grip γ,Kushala Daora Ticket,1,Daora Dragon Scale+,4,Daora Carapace,4,Daora Claw+,2
737,Kushala Cocoon γ,Kushala Daora Ticket,1,Daora Carapace,5,Daora Dragon Scale+,4,Daora Webbing,3
738,Kushala Crus γ,Kushala Daora Ticket,1,Daora Carapace,5,Daora Horn+,2,Daora Tail,2
739,Nergigante Helm γ,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,4
740,Nergigante Mail γ,Nergigante Ticket,1,Nergigante Horn+,2,Nergigante Carapace,6,Nergigante Gem,1
