id,base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
1171,Alatreon Revival,hunting-horn,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
1172,Guild Palace Bard,hunting-horn,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
1173,Royal Song Symphony,hunting-horn,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
1174,Defender Lance I,lance,Create,Iron Ore,1,,,,,,
1175,Defender Lance II,lance,Upgrade,Anjanath Scale,1,,,,,,
1176,Defender Lance III,lance,Upgrade,Commendation,1,,,,,,
1177,Defender Lance IV,lance,Upgrade,Pink Rathian Scale+,1,,,,,,
1178,Defender Lance V,lance,Upgrade,Immortal Dragonscale,1,,,,,,
1179,Iron Lance I,lance,Create,Iron Ore,1,,,,,,
1180,Iron Lance II,lance,Upgrade,Iron Ore,2,,,,,,
1181,Iron Lance III,lance,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
1182,Steel Lance I,lance,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
1183,Steel Lance II,lance,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
1184,Steel Lance III,lance,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
1185,Chrome Lance I,lance,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
1186,Chrome Lance II,lance,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
1187,Chrome Drill I,lance,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
1188,Chrome Drill I,lance,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
1189,Chrome Drill II,lance,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
1190,Chrome Drill III,lance,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
1191,Incessant Raven,lance,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
1192,Incessant Wolf,lance,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
1193,Nergal Impaler,lance,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
1194,Perdition's Hand,lance,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
1195,Ruinous Perdition,lance,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
1196,Glacial Lance I,lance,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,,
1197,Glacial Lance II,lance,Upgrade,Paolumu Wing,4,Legiana Claw,4,Legiana Tail Webbing,3,Legiana Plate,1
1198,Legiana Halberd I,lance,Upgrade,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,2
1199,Legiana Halberd II,lance,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Hide+,3,Legiana Gem,1
1200,Legiana Halberd III,lance,Upgrade,Legiana Hardclaw,2,Legiana Shard,3,Legiana Tail Webbing+,2,Frozen Bone,4
1201,Hoarcry Halberd,lance,Upgrade,Obsidian Icetalon,2,Rimed Hide,5,Stark Wing,2,Cryo Sac,4
1202,Nyx Halberd I,lance,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
1203,Nyx Halberd II,lance,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
1204,Kulu Lance I,lance,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
1205,Kulu Lance II,lance,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
1206,Kulu Lance III,lance,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
1207,Kulu Hasta I,lance,Create,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,6,Kulu-Ya-Ku Scale+,6,Carbalite Ore,10
1208,Kulu Hasta I,lance,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
1209,Kulu Hasta II,lance,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
1210,Kulu Hasta III,lance,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
1211,Minqar al-Nasr I,lance,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
1212,Minqar al-Nasr II,lance,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
1213,Tusk Lance,lance,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
1214,Tusk Lance+,lance,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
1215,Sabertooth,lance,Upgrade,Velkhana Hardclaw,2,Barioth Hardclaw,4,Amber Hardfang,2,Large Elder Dragon Bone,5
1216,Saber Fang,lance,Create,Frostfang Ticket,3,Silverwhite Frostfang,3,Bergcrusher Claw,2,Large Wyvern Gem,1
1217,Saber Fang,lance,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3,Bergcrusher Claw,1,Gracium,5
1218,Gama Pilebunker I,lance,Upgrade,Dodogama Talon,4,Dodogama Scale+,6,Dodogama Hide+,4,,
1219,Gama Pilebunker II,lance,Upgrade,Fire Dragon Scale+,4,Dodogama Jaw,4,Dodogama Tail,3,Wyvern Gem,1
1220,Gama Drill I,lance,Upgrade,Dodogama Hardclaw,2,Dodogama Shard,3,Dodogama Thickhide,2,Gastodon Husk,2
1221,Gama Drill II,lance,Upgrade,Fine Brachydios Ebonshell,2,Dodogama Mandible,2,Dodogama Lash,1,Monster Slogbone,5
1222,Hidden Hastur I,lance,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
1223,Hidden Hastur II,lance,Upgrade,Fulgur Anjanath Hardfang,2,Nargacuga Cutwing+,3,Nargacuga Lash,2,Nargacuga Mantle,1
1224,Thunder Lance I,lance,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1,Tobi-Kadachi Claw,2,Electro Sac,1
1225,Thunder Lance II,lance,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Coral Crystal,3
1226,Lightning Spire I,lance,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Vespoid Innerwing,3
1227,Lightning Spire II,lance,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4,Thunder Sac,3
1228,Lightning Spire III,lance,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
1229,Lightning Bolt I,lance,Create,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Shard,6,Large Wyvern Gem,1
1230,Lightning Bolt I,lance,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
1231,Lightning Bolt II,lance,Upgrade,Hard Odogaron Sinew,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Membrane+,2
1232,Thunderpierce I,lance,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
1233,Thunderpierce II,lance,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
1234,Blooming Lance I,lance,Upgrade,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,Poison Sac,1,,
1235,Blooming Lance II,lance,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
1236,Blooming Lance III,lance,Upgrade,Monster Bone+,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2,Poison Sac,2
1237,Datura Pike I,lance,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Toxin Sac,2,Quality Bone,3
1238,Datura Pike II,lance,Upgrade,Monster Hardbone,3,Pukei-Pukei Wing,3,Pukei-Pukei Carapace,5,Toxin Sac,2
1239,Datura Pike III,lance,Upgrade,Vaal Hazak Wing,2,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Bird Wyvern Gem,1
1240,Datura Stalk I,lance,Create,Pukei-Pukei Shard,6,Pukei-Pukei Fellwing,4,Deadly Poison Sac,4,Fey Wyvern Gem,1
1241,Datura Stalk I,lance,Upgrade,Pukei-Pukei Shard,3,Pukei-Pukei Fellwing,2,Deadly Poison Sac,2,Monster Toughbone,2
1242,Datura Stalk II,lance,Upgrade,Monster Slogbone,3,Rathian Surspike,2,Large Pukei-Pukei Sac,1,Pukei-Pukei Lash,1
1243,Laguna Pike I,lance,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
1244,Laguna Pike II,lance,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
1245,Flame Lance I,lance,Upgrade,Rathalos Scale,1,Rathalos Webbing,2,Flame Sac,2,Rathalos Marrow,1
1246,Flame Lance II,lance,Upgrade,Rathalos Scale,6,Rathalos Tail,2,Rathalos Plate,1,Inferno Sac,3
1247,Red Tail,lance,Create,Rathalos Scale+,4,Rathalos Wing,4,Rathalos Tail,3,Rathalos Medulla,1
1248,Red Tail,lance,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
1249,Blue Tail,lance,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1
1250,Blue Prominence,lance,Upgrade,Teostra Horn+,2,Azure Rathalos Scale+,8,Azure Rathalos Tail,3,Rathalos Ruby,1
1251,Blue Prominence+,lance,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
1252,Soul Prominence,lance,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
1253,Silver Prominence,lance,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4,Silver Rathalos Lash,3,Rath Gleam,2
1254,Bone Lance I,lance,Create,Monster Bone S,1,,,,,,
1255,Bone Lance II,lance,Upgrade,Monster Bone S,2,,,,,,
1256,Bone Lance III,lance,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
1257,Hard Bone Lance I,lance,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
1258,Hard Bone Lance II,lance,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
1259,Hard Bone Lance III,lance,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
1260,Heavy Bone Lance I,lance,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
1261,Heavy Bone Lance II,lance,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
1262,Grand Halberd I,lance,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
1263,Grand Halberd I,lance,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
1264,Grand Halberd II,lance,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
1265,Grand Halberd III,lance,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
1266,Iceborer,lance,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2,Velkhana Lash,2,Purecrystal,1
1267,Knightly Ectis,lance,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
1268,Hazak Wächter,lance,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
1269,Love's Sorrow,lance,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
1270,Love's Tragedy,lance,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
1271,Love's End,lance,Upgrade,Shara Ishvalda Tenderclaw,2,Vaal Hazak Hardclaw,5,Vaal Hazak Flail,2,Large Elder Dragon Gem,1
1272,Taurus Lance I,lance,Upgrade,Hornetaur Shell,3,Hornetaur Wing,2,Monster Fluid,2,,
1273,Taurus Lance II,lance,Upgrade,Odogaron Fang,2,Hornetaur Shell,5,Hornetaur Wing,4,Hornetaur Head,2
1274,Dark Stinger I,lance,Create,Hornetaur Carapace,6,Hornetaur Innerwing,4,Hornetaur Head,1,Novacrystal,1
1275,Dark Stinger I,lance,Upgrade,Hornetaur Carapace,5,Hornetaur Innerwing,4,Monster Broth,2,Dragonvein Crystal,3
1276,Dark Stinger II,lance,Upgrade,Azure Rathalos Wing,2,Hornetaur Carapace,5,Hornetaur Innerwing,4,Novacrystal,1
1277,Dark Stinger III,lance,Upgrade,Vaal Hazak Fang+,3,Hornetaur Carapace,8,Hornetaur Innerwing,6,Wyvern Gem,1
1278,Abyss Aggressor I,lance,Upgrade,Hornetaur Razorwing,2,Tough Claw,1,Monster Essence,2,Spiritvein Crystal,3
1279,Abyss Aggressor II,lance,Upgrade,Odogaron Hardclaw,2,Hornetaur Razorwing,3,Monster Essence,3,Dragonbone Artifact,1
1280,Svarog Blazer,lance,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
1281,Svarog Blazer+,lance,Upgrade,Ebony Odogaron Hardfang,2,Glavenus Hellshell,3,Glavenus Tailedge,2,Glavenus Mantle,1
1282,Glavenus Granat,lance,Upgrade,Fire Dragon Hardclaw,2,Glavenus Hardfang,5,Glavenus Hellshell,4,Pure Dragon Blood,3
1283,Carapace Lance I,lance,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
1284,Carapace Lance II,lance,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
1285,Carapace Lance III,lance,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
1286,Barroth Stinger I,lance,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
1287,Barroth Stinger II,lance,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
1288,Barroth Stinger III,lance,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
1289,Barroth Halberd I,lance,Create,Barroth Hardclaw,2,Barroth Crown,2,Barroth Chine,4,Large Wyvern Gem,1
1290,Barroth Halberd I,lance,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
1291,Barroth Halberd II,lance,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
1292,Dios Halberd I,lance,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
1293,Dios Halberd II,lance,Upgrade,Azure Rathalos Fellwing,2,Brachydios Pounder+,3,Brachydios Lash,2,Glowing Slime,5
1294,Garon Lance I,lance,Upgrade,Odogaron Claw,2,Odogaron Scale,4,Odogaron Fang,2,,
1295,Garon Lance II,lance,Upgrade,Quality Bone,5,Odogaron Claw,2,Odogaron Tail,2,Odogaron Plate,1
1296,Garon Dhara I,lance,Create,Odogaron Shard,3,Dragonbone Artifact,1,Odogaron Scale+,8,Wyvern Gem,1
1297,Garon Dhara I,lance,Upgrade,Odogaron Claw+,4,Odogaron Scale+,8,Odogaron Fang+,3,Dragonbone Relic,1
1298,Garon Dhara II,lance,Upgrade,Teostra Claw+,2,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1
1299,Odogaron's Misery I,lance,Upgrade,Odogaron Hardclaw,2,Odogaron Shard,3,Odogaron Hardfang,2,Monster Slogbone,3
1300,Odogaron's Misery II,lance,Upgrade,Acidic Glavenus Tailedge,2,Odogaron Hardclaw,4,Odogaron Lash,2,Odogaron Mantle,1
1301,Death Garon Lance,lance,Upgrade,Ebony Odogaron Hardclaw,3,Ebony Odogaron Shard,5,Ebony Odogaron Hardfang,2,Dragonbone Artifact,1
1302,Aqua Horn I,lance,Upgrade,Boulder Bone,2,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
1303,Aqua Horn II,lance,Upgrade,Sturdy Bone,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
1304,Aqua Horn III,lance,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Bone,2,Gajau Whisker,3
1305,Water Spike I,lance,Upgrade,Quality Bone,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
1306,Water Spike II,lance,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
1307,Water Spike III,lance,Upgrade,Elder Dragon Bone,4,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
1308,Water Spike IV,lance,Create,Jyuratodus Grandfin,2,Jyuratodus Hardfang,2,Jyuratodus Shard,6,Large Wyvern Gem,1
1309,Water Spike IV,lance,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
1310,Hydros Ullr,lance,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
1311,Tiger Stinger,lance,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
1312,Tiger Stinger+,lance,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3,Tigrex Lash,2,Tigrex Mantle,1
1313,Tigrex Lance,lance,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
1314,Accursed Stinger,lance,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
1315,Backbite,lance,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4,Brute Tigrex Hardfang,3,Tigrex Mantle,1
1316,Sulfurteinn Keton,lance,Upgrade,Acidic Glavenus Hardfang,2,Acidic Glavenus Spineshell,2,Acidic Glavenus Tailedge,2,Honed Acidcryst,4
1317,The Solvent Spindle,lance,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
1318,Dragonbone Lance I,lance,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
1319,Dragonbone Lance II,lance,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
1320,Dragonbone Lance III,lance,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
1321,Dragonseal Aldspear I,lance,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
1322,Dragonseal Aldspear II,lance,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
1323,Unblinking Gatekeeper,lance,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
1324,Rookslayer Lance,lance,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5,Bazelgeuse Fuse,4,Firecell Stone,1
1325,Bazel Myniad Rookslayer,lance,Upgrade,Xeno'jiiva Wing,3,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
1326,Blasting Siegespear,lance,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
1327,Bazel Rocket Rooksearer,lance,Upgrade,Shara Ishvalda Petalstone,2,Scorching Silverwing,4,Bazelgeuse Hardclaw,4,Bazelgeuse Mantle,1
1328,Thunderpike,lance,Upgrade,Kirin Thunderhorn,3,Kirin Hide,3,Kirin Tail,1,Lightcrystal,1
1329,Thunderspear,lance,Upgrade,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4,Dragonvein Crystal,5
1330,Thunderpiercer,lance,Upgrade,Xeno'jiiva Shell,4,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2
1331,Naar Thunderlance,lance,Upgrade,Kirin Azure Horn+,3,Kirin Finehide,4,Kirin Silvermane,3,Purecrystal,1
1332,Blacksteel Lance I,lance,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
1333,Blacksteel Lance II,lance,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
1334,Icesteel Spear,lance,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
1335,Daora's Fang,lance,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
1336,Daora's Regulus,lance,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
1337,Xeno Zauta,lance,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
1338,Babel Spear,lance,Create,Hunter King Coin,5,Rathalos Coin,4,Gama Coin,4,Novacrystal,1
1339,Elder Babel Spear,lance,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
1340,Lost Babel,lance,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
1341,Grief Lance,lance,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
1342,Fiendish Tower,lance,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
1343,Fate's Spindle,lance,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
1344,Empress Lance,lance,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
1345,Empress Lance "Blaze",lance,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
1346,Soulfire Spike "Blaze",lance,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
1347,Empress Lance "Ruin",lance,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
1348,Soulfire Spike "Ruin",lance,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
1349,Empress Lance "Styx",lance,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
1350,Soulfire Spike "Styx",lance,Upgrade,Lunastra Shard,4,Lunastra Lash,2,Elder Spiritvein Bone,5,Large Elder Dragon Gem,1
1351,Shooting Star Lance,lance,Create,First Fleet Ticket,1,Rathalos Webbing,2,Sturdy Bone,5,Paralysis Sac,2
1352,Sapphire Star Lance,lance,Upgrade,First Fleet Ticket,2,Rathalos Wing,2,Omniplegia Sac,3,High Commendation,1
1353,Shining Star Lance,lance,Upgrade,Research Commission Ticket+,2,Namielle Fellwing,3,Ultraplegia Sac,4,Conqueror's Seal,1
1354,Fair Wind Lance,lance,Create,Appreciation Ticket,3,Legiana Hide,3,Sturdy Bone,5,Sleep Sac,2
1355,White Wind Lance,lance,Upgrade,Appreciation Ticket,5,Legiana Hide+,3,Coma Sac,3,High Commendation,1
1356,Sweeping Gale Lance,lance,Upgrade,Research Commission Ticket+,2,Namielle Whisker,3,Torpor Sac,4,Conqueror's Seal,1
1357,Demon Lance,lance,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
1358,Great Demon Lance,lance,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
1359,Demonlord Rajang,lance,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
1360,Infernal Warlance,lance,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
1361,Infernal Warlance+,lance,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
1362,Lightbreak Lance,lance,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
1363,Alatreon Lance,lance,Create,Alatreon Mantle,3,Skyswayer,1,Alatreon Riptalon,3,Large Elder Dragon Gem,1
1364,Alatreon Gleam,lance,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
1365,Guild Palace Tower,lance,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
1366,Royal Grace Pike,lance,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
1367,Defender Gunlance I,gunlance,Create,Iron Ore,1,,,,,,
1368,Defender Gunlance II,gunlance,Upgrade,Anjanath Scale,1,,,,,,
1369,Defender Gunlance III,gunlance,Upgrade,Commendation,1,,,,,,
1370,Defender Gunlance IV,gunlance,Upgrade,Pink Rathian Scale+,1,,,,,,
1371,Defender Gunlance V,gunlance,Upgrade,Immortal Dragonscale,1,,,,,,
1372,Iron Gunlance I,gunlance,Create,Iron Ore,1,,,,,,
1373,Iron Gunlance II,gunlance,Upgrade,Iron Ore,2,,,,,,
1374,Iron Gunlance III,gunlance,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
1375,Steel Gunlance I,gunlance,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
1376,Steel Gunlance II,gunlance,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
