id,base_name_en,rank,condition_en,item_en,stack,percentage
2628,Dodogama,HR,Track,Dodogama Scale+,1,100
2629,Dodogama,HR,Carve / Capture,Dodogama Scale+,1,31
2630,Dodogama,HR,Carve / Capture,Dodogama Hide+,1,24
2631,Dodogama,HR,Carve / Capture,Dodogama Jaw,1,18
2632,Dodogama,HR,Carve / Capture,Dodogama Talon,1,15
2633,Dodogama,HR,Carve / Capture,Dodogama Tail,1,12
2634,Dodogama,HR,Wound Head,Dodogama Jaw,1,100
2635,Dodogama,HR,Wound Forelegs,Dodogama Talon,1,100
2636,Dodogama,HR,Shiny Drop,Dodogama Scale+,1,50
2637,Dodogama,HR,Shiny Drop,Dodogama Talon,1,28
2638,Dodogama,HR,Shiny Drop,Wyvern Tear,1,22
2639,Dodogama,HR,Tail Carve,Dodogama Tail,1,80
2640,Dodogama,HR,Tail Carve,Dodogama Hide+,1,20
2641,Dodogama,HR,Palico Bonus,Dodogama Scale+,1,50
2642,Dodogama,HR,Palico Bonus,Dodogama Talon,1,28
2643,Dodogama,HR,Palico Bonus,Wyvern Tear,1,22
2644,Dodogama,HR,Plunderblade,Dodogama Scale+,1,43
2645,Dodogama,HR,Plunderblade,Dodogama Hide+,1,35
2646,Dodogama,HR,Plunderblade,Dodogama Jaw,1,22
2647,Dodogama,HR,Bandit Mantle,Large Scale,1,70
2648,Dodogama,HR,Bandit Mantle,Beautiful Scale,1,30
2649,Dodogama,HR,Hunt (Bronze),Dodogama Hide+,1,26
2650,Dodogama,HR,Hunt (Bronze),Dodogama Scale+,1,20
2651,Dodogama,HR,Hunt (Bronze),Dodogama Talon,1,16
2652,Dodogama,HR,Hunt (Bronze),Nourishing Extract,2,16
2653,Dodogama,HR,Hunt (Bronze),Monster Keenbone,1,13
2654,Dodogama,HR,Hunt (Bronze),Dodogama Jaw,1,9
2655,Dodogama,HR,Investigation (Silver),Dodogama Talon,1,30
2656,Dodogama,HR,Investigation (Silver),Dodogama Jaw,1,25
2657,Dodogama,HR,Investigation (Silver),Dodogama Hide+,2,17
2658,Dodogama,HR,Investigation (Silver),Nourishing Extract,2,16
2659,Dodogama,HR,Investigation (Silver),Dodogama Scale+,2,12
2660,Dodogama,HR,Investigation (Gold),Dodogama Talon,1,36
2661,Dodogama,HR,Investigation (Gold),Dodogama Jaw,1,30
2662,Dodogama,HR,Investigation (Gold),Nourishing Extract,2,14
2663,Dodogama,HR,Investigation (Gold),Dodogama Hide+,3,12
2664,Dodogama,HR,Investigation (Gold),Dodogama Scale+,3,8
2665,Dodogama,MR,Track,Dodogama Shard,1,100
2666,Dodogama,MR,Carve / Capture,Dodogama Shard,1,31
2667,Dodogama,MR,Carve / Capture,Dodogama Thickhide,1,24
2668,Dodogama,MR,Carve / Capture,Dodogama Mandible,1,18
2669,Dodogama,MR,Carve / Capture,Dodogama Hardclaw,1,15
2670,Dodogama,MR,Carve / Capture,Dodogama Lash,1,12
2671,Dodogama,MR,Wound Head,Dodogama Mandible,1,100
2672,Dodogama,MR,Wound Forelegs,Dodogama Hardclaw,1,100
2673,Dodogama,MR,Shiny Drop,Dodogama Shard,1,50
2674,Dodogama,MR,Shiny Drop,Dodogama Hardclaw,1,28
2675,Dodogama,MR,Shiny Drop,Large Wyvern Tear,1,22
2676,Dodogama,MR,Tail Carve,Dodogama Lash,1,80
2677,Dodogama,MR,Tail Carve,Dodogama Thickhide,1,20
2678,Dodogama,MR,Palico Bonus,Dodogama Shard,1,50
2679,Dodogama,MR,Palico Bonus,Dodogama Hardclaw,1,28
2680,Dodogama,MR,Palico Bonus,Large Wyvern Tear,1,22
2681,Dodogama,MR,Plunderblade,Dodogama Shard,1,43
2682,Dodogama,MR,Plunderblade,Dodogama Thickhide,1,35
2683,Dodogama,MR,Plunderblade,Dodogama Mandible,1,22
2684,Dodogama,MR,Bandit Mantle,Beautiful Scale,1,70
2685,Dodogama,MR,Bandit Mantle,Lustrous Scale,1,30
2686,Dodogama,MR,Hunt (Bronze),Dodogama Thickhide,1,26
2687,Dodogama,MR,Hunt (Bronze),Dodogama Shard,1,20
2688,Dodogama,MR,Hunt (Bronze),Dodogama Hardclaw,1,16
2689,Dodogama,MR,Hunt (Bronze),Hard Armor Sphere,1,16
2690,Dodogama,MR,Hunt (Bronze),Nourishing Extract,3,13
2691,Dodogama,MR,Hunt (Bronze),Dodogama Mandible,1,9
2692,Dodogama,MR,Investigation (Silver),Dodogama Hardclaw,1,30
2693,Dodogama,MR,Investigation (Silver),Dodogama Mandible,1,25
2694,Dodogama,MR,Investigation (Silver),Dodogama Thickhide,2,17
2695,Dodogama,MR,Investigation (Silver),Hard Armor Sphere,2,16
2696,Dodogama,MR,Investigation (Silver),Dodogama Shard,2,12
2697,Dodogama,MR,Investigation (Gold),Dodogama Hardclaw,1,34
2698,Dodogama,MR,Investigation (Gold),Dodogama Mandible,1,28
2699,Dodogama,MR,Investigation (Gold),Hard Armor Sphere,2,18
2700,Dodogama,MR,Investigation (Gold),Dodogama Thickhide,3,12
2701,Dodogama,MR,Investigation (Gold),Dodogama Shard,3,8
2702,Dodogama,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
2703,Dodogama,MR,Guiding Lands (Low),Heavy Jaw,1,37
2704,Dodogama,MR,Guiding Lands (Mid),Heavy Jaw,1,63
2705,Dodogama,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
2706,Dodogama,MR,Guiding Lands (High),Heavy Jaw,1,100
2707,Dodogama,MR,Guiding Lands (Tempered),Heavy Jaw,1,100
2708,Pink Rathian,HR,Track,Pink Rathian Scale+,1,100
2709,Pink Rathian,HR,Carve / Capture,Pink Rathian Scale+,1,34
2710,Pink Rathian,HR,Carve / Capture,Pink Rathian Carapace,1,24
2711,Pink Rathian,HR,Carve / Capture,Rath Wingtalon,1,20
2712,Pink Rathian,HR,Carve / Capture,Rathian Webbing,1,15
2713,Pink Rathian,HR,Carve / Capture,Rathian Plate,1,5
2714,Pink Rathian,HR,Carve / Capture,Rathian Ruby,1,2
2715,Pink Rathian,HR,Wound Head,Pink Rathian Carapace,1,72
2716,Pink Rathian,HR,Wound Head,Pink Rathian Scale+,1,25
2717,Pink Rathian,HR,Wound Head,Rathian Ruby,1,3
2718,Pink Rathian,HR,Wound Wings,Rath Wingtalon,1,65
2719,Pink Rathian,HR,Wound Wings,Rathian Webbing,2,35
2720,Pink Rathian,HR,Wound Back,Pink Rathian Carapace,1,69
2721,Pink Rathian,HR,Wound Back,Rathian Spike+,1,30
2722,Pink Rathian,HR,Wound Back,Rathian Ruby,1,1
2723,Pink Rathian,HR,Shiny Drop,Pink Rathian Scale+,1,50
2724,Pink Rathian,HR,Shiny Drop,Pink Rathian Carapace,1,28
2725,Pink Rathian,HR,Shiny Drop,Large Wyvern Tear,1,22
2726,Pink Rathian,HR,Tail Carve,Rathian Spike+,1,65
2727,Pink Rathian,HR,Tail Carve,Pink Rathian Scale+,1,25
2728,Pink Rathian,HR,Tail Carve,Rathian Plate,1,7
2729,Pink Rathian,HR,Tail Carve,Rathian Ruby,1,3
2730,Pink Rathian,HR,Palico Bonus,Pink Rathian Scale+,1,50
2731,Pink Rathian,HR,Palico Bonus,Pink Rathian Carapace,1,28
2732,Pink Rathian,HR,Palico Bonus,Large Wyvern Tear,1,22
2733,Pink Rathian,HR,Plunderblade,Pink Rathian Scale+,1,44
2734,Pink Rathian,HR,Plunderblade,Pink Rathian Carapace,1,34
2735,Pink Rathian,HR,Plunderblade,Rath Wingtalon,1,21
2736,Pink Rathian,HR,Plunderblade,Rathian Ruby,1,1
2737,Pink Rathian,HR,Bandit Mantle,Beautiful Scale,1,70
2738,Pink Rathian,HR,Bandit Mantle,Lustrous Scale,1,30
2739,Pink Rathian,HR,Hunt (Bronze),Pink Rathian Carapace,1,27
2740,Pink Rathian,HR,Hunt (Bronze),Pink Rathian Scale+,1,21
2741,Pink Rathian,HR,Hunt (Bronze),Inferno Sac,1,18
2742,Pink Rathian,HR,Hunt (Bronze),Rath Wingtalon,1,12
2743,Pink Rathian,HR,Hunt (Bronze),Monster Hardbone,2,10
2744,Pink Rathian,HR,Hunt (Bronze),Rathian Webbing,2,9
2745,Pink Rathian,HR,Hunt (Bronze),Rathian Plate,1,3
2746,Pink Rathian,HR,Investigation (Silver),Rathian Spike+,1,21
2747,Pink Rathian,HR,Investigation (Silver),Pink Rathian Carapace,2,18
2748,Pink Rathian,HR,Investigation (Silver),Pink Rathian Scale+,2,16
2749,Pink Rathian,HR,Investigation (Silver),Rathian Webbing,2,14
2750,Pink Rathian,HR,Investigation (Silver),Inferno Sac,2,14
2751,Pink Rathian,HR,Investigation (Silver),Rathian Plate,1,10
2752,Pink Rathian,HR,Investigation (Silver),Rathian Ruby,1,7
2753,Pink Rathian,HR,Investigation (Gold),Rathian Spike+,1,21
2754,Pink Rathian,HR,Investigation (Gold),Pink Rathian Carapace,2,17
2755,Pink Rathian,HR,Investigation (Gold),Pink Rathian Scale+,2,14
2756,Pink Rathian,HR,Investigation (Gold),Rathian Ruby,1,14
2757,Pink Rathian,HR,Investigation (Gold),Rathian Webbing,3,12
2758,Pink Rathian,HR,Investigation (Gold),Inferno Sac,2,12
2759,Pink Rathian,HR,Investigation (Gold),Rathian Plate,1,10
2760,Pink Rathian,HR,Investigation (Purple),Worn Feystone,1,35
2761,Pink Rathian,HR,Investigation (Purple),Glowing Feystone,1,34
2762,Pink Rathian,HR,Investigation (Purple),Warped Feystone,1,26
2763,Pink Rathian,HR,Investigation (Purple),Sullied Streamstone,1,3
2764,Pink Rathian,HR,Investigation (Purple),Shining Streamstone,1,2
2765,Pink Rathian,MR,Track,Pink Rathian Shard,1,100
2766,Pink Rathian,MR,Carve / Capture,Pink Rathian Shard,1,34
2767,Pink Rathian,MR,Carve / Capture,Pink Rathian Cortex,1,24
2768,Pink Rathian,MR,Carve / Capture,Rathian Weave,1,20
2769,Pink Rathian,MR,Carve / Capture,Rathian Surspike,1,15
2770,Pink Rathian,MR,Carve / Capture,Rathian Ruby,1,5
2771,Pink Rathian,MR,Carve / Capture,Rathian Mantle,1,2
2772,Pink Rathian,MR,Wound Head,Pink Rathian Cortex,1,67
2773,Pink Rathian,MR,Wound Head,Pink Rathian Shard,1,25
2774,Pink Rathian,MR,Wound Head,Rathian Ruby,1,5
2775,Pink Rathian,MR,Wound Head,Rathian Mantle,1,3
2776,Pink Rathian,MR,Wound Wings,Rath Wingtalon+,1,65
2777,Pink Rathian,MR,Wound Wings,Rathian Weave,1,35
2778,Pink Rathian,MR,Wound Back,Pink Rathian Cortex,1,69
2779,Pink Rathian,MR,Wound Back,Rathian Surspike,1,30
2780,Pink Rathian,MR,Wound Back,Rathian Mantle,1,1
2781,Pink Rathian,MR,Shiny Drop,Pink Rathian Shard,1,50
2782,Pink Rathian,MR,Shiny Drop,Pink Rathian Cortex,1,28
2783,Pink Rathian,MR,Shiny Drop,Large Wyvern Tear,1,22
2784,Pink Rathian,MR,Tail Carve,Rathian Surspike,1,65
2785,Pink Rathian,MR,Tail Carve,Pink Rathian Shard,1,25
2786,Pink Rathian,MR,Tail Carve,Rathian Ruby,1,7
2787,Pink Rathian,MR,Tail Carve,Rathian Mantle,1,3
2788,Pink Rathian,MR,Palico Bonus,Pink Rathian Shard,1,50
2789,Pink Rathian,MR,Palico Bonus,Pink Rathian Cortex,1,28
2790,Pink Rathian,MR,Palico Bonus,Large Wyvern Tear,1,22
2791,Pink Rathian,MR,Plunderblade,Pink Rathian Shard,1,44
2792,Pink Rathian,MR,Plunderblade,Pink Rathian Cortex,1,34
2793,Pink Rathian,MR,Plunderblade,Rath Wingtalon+,1,21
2794,Pink Rathian,MR,Plunderblade,Rathian Mantle,1,1
2795,Pink Rathian,MR,Bandit Mantle,Lustrous Scale,1,100
2796,Pink Rathian,MR,Hunt (Bronze),Pink Rathian Cortex,1,29
2797,Pink Rathian,MR,Hunt (Bronze),Pink Rathian Shard,1,23
2798,Pink Rathian,MR,Hunt (Bronze),Conflagrant Sac,1,21
2799,Pink Rathian,MR,Hunt (Bronze),Rath Wingtalon+,1,12
2800,Pink Rathian,MR,Hunt (Bronze),Rathian Weave,1,10
2801,Pink Rathian,MR,Hunt (Bronze),Rathian Ruby,1,3
2802,Pink Rathian,MR,Hunt (Bronze),Rathian Mantle,1,2
2803,Pink Rathian,MR,Investigation (Silver),Pink Rathian Cortex,2,22
2804,Pink Rathian,MR,Investigation (Silver),Rathian Surspike,1,21
2805,Pink Rathian,MR,Investigation (Silver),Pink Rathian Shard,2,20
2806,Pink Rathian,MR,Investigation (Silver),Rathian Weave,1,17
2807,Pink Rathian,MR,Investigation (Silver),Rathian Ruby,1,10
2808,Pink Rathian,MR,Investigation (Silver),Rathian Mantle,1,10
2809,Pink Rathian,MR,Investigation (Gold),Rathian Surspike,1,24
2810,Pink Rathian,MR,Investigation (Gold),Rathian Weave,1,19
2811,Pink Rathian,MR,Investigation (Gold),Rathian Mantle,1,18
2812,Pink Rathian,MR,Investigation (Gold),Pink Rathian Cortex,3,16
2813,Pink Rathian,MR,Investigation (Gold),Pink Rathian Shard,3,13
2814,Pink Rathian,MR,Investigation (Gold),Rathian Ruby,1,10
2815,Pink Rathian,MR,Investigation (Purple),Carved Feystone,1,60
2816,Pink Rathian,MR,Investigation (Purple),Ancient Feystone,1,30
2817,Pink Rathian,MR,Investigation (Purple),Sealed Feystone,1,10
2818,Pink Rathian,MR,Guiding Lands (Low),Fierce Dragonvein Bone,1,63
2819,Pink Rathian,MR,Guiding Lands (Low),Pink Scale,1,37
2820,Pink Rathian,MR,Guiding Lands (Mid),Pink Scale,1,63
2821,Pink Rathian,MR,Guiding Lands (Mid),Fierce Dragonvein Bone,1,37
2822,Pink Rathian,MR,Guiding Lands (High),Pink Scale,1,100
2823,Pink Rathian,MR,Guiding Lands (Tempered),Tempered Pink Scale,1,54
2824,Pink Rathian,MR,Guiding Lands (Tempered),Spiritvein Slogbone,1,25
2825,Pink Rathian,MR,Guiding Lands (Tempered),Spiritvein Gem Shard,1,21
2826,Bazelgeuse,HR,Track,Bazelgeuse Scale+,1,100
2827,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Scale+,1,32
2828,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Carapace,1,24
2829,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Talon,1,17
2830,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Fuse,1,14
2831,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Wing,1,11
2832,Bazelgeuse,HR,Carve / Capture,Bazelgeuse Gem,1,2
2833,Bazelgeuse,HR,Wound Head,Bazelgeuse Fuse,1,66
2834,Bazelgeuse,HR,Wound Head,Bazelgeuse Scale+,2,32
2835,Bazelgeuse,HR,Wound Head,Bazelgeuse Gem,1,2
2836,Bazelgeuse,HR,Wound Wings,Bazelgeuse Wing,1,65
2837,Bazelgeuse,HR,Wound Wings,Bazelgeuse Talon,1,35
2838,Bazelgeuse,HR,Wound Back,Bazelgeuse Carapace,1,69
2839,Bazelgeuse,HR,Wound Back,Bazelgeuse Fuse,1,30
2840,Bazelgeuse,HR,Wound Back,Bazelgeuse Gem,1,1
2841,Bazelgeuse,HR,Shiny Drop,Bazelgeuse Scale+,1,50
2842,Bazelgeuse,HR,Shiny Drop,Bazelgeuse Talon,1,28
2843,Bazelgeuse,HR,Shiny Drop,Large Wyvern Tear,1,22
2844,Bazelgeuse,HR,Tail Carve,Bazelgeuse Tail,1,70
2845,Bazelgeuse,HR,Tail Carve,Bazelgeuse Carapace,1,27
2846,Bazelgeuse,HR,Tail Carve,Bazelgeuse Gem,1,3
2847,Bazelgeuse,HR,Palico Bonus,Bazelgeuse Scale+,1,50
2848,Bazelgeuse,HR,Palico Bonus,Bazelgeuse Talon,1,28
2849,Bazelgeuse,HR,Palico Bonus,Large Wyvern Tear,1,22
2850,Bazelgeuse,HR,Plunderblade,Bazelgeuse Scale+,1,41
2851,Bazelgeuse,HR,Plunderblade,Bazelgeuse Carapace,1,33
2852,Bazelgeuse,HR,Plunderblade,Bazelgeuse Talon,1,25
2853,Bazelgeuse,HR,Plunderblade,Bazelgeuse Gem,1,1
2854,Bazelgeuse,HR,Bandit Mantle,Lustrous Scale,1,100
2855,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Carapace,1,26
2856,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Scale+,1,20
2857,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Talon,1,14
2858,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Fuse,1,12
2859,Bazelgeuse,HR,Hunt (Bronze),Monster Hardbone,2,11
2860,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Wing,1,9
2861,Bazelgeuse,HR,Hunt (Bronze),Bazelgeuse Tail,1,8
2862,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Talon,1,24
2863,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Fuse,1,18
2864,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Carapace,2,14
2865,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Wing,1,14
2866,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Scale+,2,12
2867,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Tail,1,12
2868,Bazelgeuse,HR,Investigation (Silver),Bazelgeuse Gem,1,6
2869,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Talon,1,23
2870,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Fuse,1,16
2871,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Wing,1,14
2872,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Gem,1,13
2873,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Carapace,3,12
2874,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Tail,1,12
2875,Bazelgeuse,HR,Investigation (Gold),Bazelgeuse Scale+,3,10
2876,Deviljho,HR,Track,Deviljho Scale,1,100
2877,Deviljho,HR,Carve / Capture,Deviljho Scale,1,28
2878,Deviljho,HR,Carve / Capture,Deviljho Hide,1,24
2879,Deviljho,HR,Carve / Capture,Deviljho Talon,1,17
2880,Deviljho,HR,Carve / Capture,Deviljho Tallfang,1,13
2881,Deviljho,HR,Carve / Capture,Deviljho Tail,1,8
2882,Deviljho,HR,Carve / Capture,Deviljho Scalp,1,8
2883,Deviljho,HR,Carve / Capture,Deviljho Gem,1,2
2884,Deviljho,HR,Wound Head,Deviljho Tallfang,1,65
2885,Deviljho,HR,Wound Head,Deviljho Scalp,1,32
2886,Deviljho,HR,Wound Head,Deviljho Gem,1,3
2887,Deviljho,HR,Wound Chest,Deviljho Scale,1,66
2888,Deviljho,HR,Wound Chest,Deviljho Hide,1,32
2889,Deviljho,HR,Wound Chest,Deviljho Gem,1,2
2890,Deviljho,HR,Shiny Drop,Deviljho Saliva,1,50
2891,Deviljho,HR,Shiny Drop,Deviljho Scale,1,28
2892,Deviljho,HR,Shiny Drop,Large Wyvern Tear,1,22
2893,Deviljho,HR,Tail Carve,Deviljho Tail,1,75
2894,Deviljho,HR,Tail Carve,Deviljho Scale,1,22
2895,Deviljho,HR,Tail Carve,Deviljho Gem,1,3
2896,Deviljho,HR,Palico Bonus,Deviljho Saliva,1,50
2897,Deviljho,HR,Palico Bonus,Deviljho Scale,1,28
2898,Deviljho,HR,Palico Bonus,Large Wyvern Tear,1,22
2899,Deviljho,HR,Plunderblade,Deviljho Scale,1,45
2900,Deviljho,HR,Plunderblade,Deviljho Hide,1,30
2901,Deviljho,HR,Plunderblade,Deviljho Talon,1,24
2902,Deviljho,HR,Plunderblade,Deviljho Gem,1,1
2903,Deviljho,HR,Hunt (Bronze),Deviljho Hide,1,26
2904,Deviljho,HR,Hunt (Bronze),Deviljho Scale,1,20
2905,Deviljho,HR,Hunt (Bronze),Deviljho Talon,1,14
2906,Deviljho,HR,Hunt (Bronze),Deviljho Tallfang,1,12
2907,Deviljho,HR,Hunt (Bronze),Deviljho Saliva,2,10
2908,Deviljho,HR,Hunt (Bronze),Monster Hardbone,2,10
2909,Deviljho,HR,Hunt (Bronze),Deviljho Tail,1,8
2910,Deviljho,HR,Investigation (Silver),Deviljho Talon,1,16
2911,Deviljho,HR,Investigation (Silver),Deviljho Tallfang,1,16
2912,Deviljho,HR,Investigation (Silver),Deviljho Tail,1,13
2913,Deviljho,HR,Investigation (Silver),Deviljho Scalp,1,13
2914,Deviljho,HR,Investigation (Silver),Deviljho Hide,2,12
2915,Deviljho,HR,Investigation (Silver),Deviljho Scale,2,10
2916,Deviljho,HR,Investigation (Silver),Deviljho Saliva,3,10
2917,Deviljho,HR,Investigation (Silver),Deviljho Gem,1,10
2918,Deviljho,HR,Investigation (Gold),Deviljho Gem,1,18
2919,Deviljho,HR,Investigation (Gold),Deviljho Tail,1,16
2920,Deviljho,HR,Investigation (Gold),Deviljho Scalp,1,16
2921,Deviljho,HR,Investigation (Gold),Deviljho Talon,1,12
2922,Deviljho,HR,Investigation (Gold),Deviljho Hide,3,10
2923,Deviljho,HR,Investigation (Gold),Deviljho Tallfang,1,10
2924,Deviljho,HR,Investigation (Gold),Deviljho Saliva,3,10
2925,Deviljho,HR,Investigation (Gold),Deviljho Scale,3,8
2926,Lavasioth,HR,Track,Lavasioth Scale+,1,100
2927,Lavasioth,HR,Carve / Capture,Lavasioth Scale+,1,35
2928,Lavasioth,HR,Carve / Capture,Lavasioth Carapace,1,27
2929,Lavasioth,HR,Carve / Capture,Lavasioth Fin+,1,20
2930,Lavasioth,HR,Carve / Capture,Lavasioth Fang+,1,15
2931,Lavasioth,HR,Carve / Capture,Wyvern Gem,1,3
2932,Lavasioth,HR,Wound Head,Lavasioth Fang+,1,100
2933,Lavasioth,HR,Wound Fin,Lavasioth Fin+,1,100
2934,Lavasioth,HR,Shiny Drop,Lavasioth Scale+,1,50
2935,Lavasioth,HR,Shiny Drop,Lavasioth Fin+,1,28
2936,Lavasioth,HR,Shiny Drop,Wyvern Tear,1,22
2937,Lavasioth,HR,Palico Bonus,Lavasioth Scale+,1,50
2938,Lavasioth,HR,Palico Bonus,Lavasioth Fin+,1,28
2939,Lavasioth,HR,Palico Bonus,Wyvern Tear,1,22
2940,Lavasioth,HR,Plunderblade,Lavasioth Scale+,1,42
2941,Lavasioth,HR,Plunderblade,Lavasioth Carapace,1,34
2942,Lavasioth,HR,Plunderblade,Lavasioth Fang+,1,22
2943,Lavasioth,HR,Plunderblade,Wyvern Gem,1,2
2944,Lavasioth,HR,Bandit Mantle,Lustrous Scale,1,100
2945,Lavasioth,HR,Hunt (Bronze),Lavasioth Carapace,1,27
2946,Lavasioth,HR,Hunt (Bronze),Lavasioth Scale+,1,24
2947,Lavasioth,HR,Hunt (Bronze),Lavasioth Fang+,1,15
2948,Lavasioth,HR,Hunt (Bronze),Inferno Sac,1,14
2949,Lavasioth,HR,Hunt (Bronze),Monster Hardbone,2,10
2950,Lavasioth,HR,Hunt (Bronze),Lavasioth Fin+,1,9
2951,Lavasioth,HR,Hunt (Bronze),Wyvern Gem,1,1
2952,Lavasioth,HR,Investigation (Silver),Lavasioth Fang+,1,32
2953,Lavasioth,HR,Investigation (Silver),Lavasioth Fin+,1,23
2954,Lavasioth,HR,Investigation (Silver),Lavasioth Carapace,2,14
2955,Lavasioth,HR,Investigation (Silver),Inferno Sac,2,12
2956,Lavasioth,HR,Investigation (Silver),Lavasioth Scale+,2,11
2957,Lavasioth,HR,Investigation (Silver),Wyvern Gem,1,8
2958,Lavasioth,HR,Investigation (Gold),Lavasioth Fang+,1,30
2959,Lavasioth,HR,Investigation (Gold),Lavasioth Fin+,1,24
2960,Lavasioth,HR,Investigation (Gold),Wyvern Gem,1,16
2961,Lavasioth,HR,Investigation (Gold),Lavasioth Carapace,3,12
2962,Lavasioth,HR,Investigation (Gold),Inferno Sac,3,10
2963,Lavasioth,HR,Investigation (Gold),Lavasioth Scale+,3,8
2964,Lavasioth,HR,Investigation (Purple),Worn Feystone,1,35
2965,Lavasioth,HR,Investigation (Purple),Glowing Feystone,1,34
2966,Lavasioth,HR,Investigation (Purple),Warped Feystone,1,26
2967,Lavasioth,HR,Investigation (Purple),Sullied Streamstone,1,3
2968,Lavasioth,HR,Investigation (Purple),Shining Streamstone,1,2
2969,Lavasioth,MR,Track,Lavasioth Shard,1,100
2970,Lavasioth,MR,Carve / Capture,Lavasioth Shard,1,34
2971,Lavasioth,MR,Carve / Capture,Lavasioth Cortex,1,26
2972,Lavasioth,MR,Carve / Capture,Lavasioth Grandfin,1,20
2973,Lavasioth,MR,Carve / Capture,Lavasioth Hardfang,1,15
2974,Lavasioth,MR,Carve / Capture,Large Wyvern Gem,1,5
2975,Lavasioth,MR,Wound Head,Lavasioth Hardfang,1,100
2976,Lavasioth,MR,Wound Fin,Lavasioth Grandfin,1,100
2977,Lavasioth,MR,Shiny Drop,Lavasioth Shard,1,50
2978,Lavasioth,MR,Shiny Drop,Lavasioth Grandfin,1,28
2979,Lavasioth,MR,Shiny Drop,Large Wyvern Tear,1,22
2980,Lavasioth,MR,Palico Bonus,Lavasioth Shard,1,50
2981,Lavasioth,MR,Palico Bonus,Lavasioth Grandfin,1,28
2982,Lavasioth,MR,Palico Bonus,Large Wyvern Tear,1,22
2983,Lavasioth,MR,Plunderblade,Lavasioth Shard,1,42
2984,Lavasioth,MR,Plunderblade,Lavasioth Cortex,1,34
2985,Lavasioth,MR,Plunderblade,Lavasioth Hardfang,1,22
2986,Lavasioth,MR,Plunderblade,Large Wyvern Gem,1,2
2987,Lavasioth,MR,Bandit Mantle,Lustrous Scale,1,70
2988,Lavasioth,MR,Bandit Mantle,Glimmering Scale,1,30
2989,Lavasioth,MR,Hunt (Bronze),Lavasioth Cortex,1,27
2990,Lavasioth,MR,Hunt (Bronze),Lavasioth Shard,1,24
2991,Lavasioth,MR,Hunt (Bronze),Conflagrant Sac,1,22
2992,Lavasioth,MR,Hunt (Bronze),Lavasioth Hardfang,1,15
2993,Lavasioth,MR,Hunt (Bronze),Lavasioth Grandfin,1,9
2994,Lavasioth,MR,Hunt (Bronze),Large Wyvern Gem,1,3
2995,Lavasioth,MR,Investigation (Silver),Lavasioth Hardfang,1,30
2996,Lavasioth,MR,Investigation (Silver),Lavasioth Grandfin,1,21
2997,Lavasioth,MR,Investigation (Silver),Lavasioth Cortex,2,14
2998,Lavasioth,MR,Investigation (Silver),Conflagrant Sac,2,12
2999,Lavasioth,MR,Investigation (Silver),Large Wyvern Gem,1,12
3000,Lavasioth,MR,Investigation (Silver),Lavasioth Shard,2,11
3001,Lavasioth,MR,Investigation (Gold),Lavasioth Hardfang,1,25
3002,Lavasioth,MR,Investigation (Gold),Lavasioth Grandfin,1,25
3003,Lavasioth,MR,Investigation (Gold),Large Wyvern Gem,1,20
3004,Lavasioth,MR,Investigation (Gold),Lavasioth Cortex,3,12
3005,Lavasioth,MR,Investigation (Gold),Conflagrant Sac,3,10
3006,Lavasioth,MR,Investigation (Gold),Lavasioth Shard,3,8
3007,Lavasioth,MR,Investigation (Purple),Carved Feystone,1,60
3008,Lavasioth,MR,Investigation (Purple),Ancient Feystone,1,30
3009,Lavasioth,MR,Investigation (Purple),Sealed Feystone,1,10
3010,Lavasioth,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
3011,Lavasioth,MR,Guiding Lands (Low),Incandescent Magmafin,1,37
3012,Lavasioth,MR,Guiding Lands (Mid),Incandescent Magmafin,1,63
3013,Lavasioth,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
3014,Lavasioth,MR,Guiding Lands (High),Incandescent Magmafin,1,100
3015,Lavasioth,MR,Guiding Lands (Tempered),Tempered Magmafin,1,61
